sentences,llm_responses,actual_labels,complete_responses,extracted_labels
"Committee Policy Action In their discussion of monetary policy for the period ahead, Committee members agreed that the stance of monetary policy should not be changed at this meeting.",NEUTRAL,2,"ModelResponse(id='8ec0d2889b0e72a1-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200237, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=112, total_tokens=116))",2
"Although the required amount of cumulative tightening may have increased, members noted that an accelerated pace of policy tightening did not appear necessary at this time, as a degree of economic slack apparently remained, productivity growth would probably continue to damp increases in unit labor costs and prices, and inflation would most likely continue to be contained.",NEUTRAL,2,"ModelResponse(id='8ec0d2886e3f0c8e-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200236, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=143, total_tokens=147))",2
"In addition, any other imbalances are more likely to grow to worrisome proportions during an unsustainable boom and are more likely to unwind in a disruptive manner if confronted by rising inflation, sharply higher interest rates in response to higher inflation, and a subsequent recession.",HAWKISH,2,"ModelResponse(id='8ec0d288ba6b7cb4-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='HAWKISH', role='assistant', tool_calls=[]))], created=1733200237, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=5, prompt_tokens=133, total_tokens=138))",1
"A discernable upcreep was apparent in survey measures of short- and, to a limited extent, long-term inflation expectations over recent months.",HAWKISH,1,"ModelResponse(id='8ec0d288c9c34231-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='HAWKISH', role='assistant', tool_calls=[]))], created=1733200236, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=5, prompt_tokens=110, total_tokens=115))",1
"In contrast, the dollar appreciated against the AFE currencies, reflecting continued divergence in monetary policy expectations for the United States and AFEs as well as political uncertainty in Europe.",NEUTRAL,0,"ModelResponse(id='8ec0d288ecd932e2-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200237, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=116, total_tokens=120))",2
"In their discussion of the economic situation and the outlook, meeting participants agreed that information received over the intermeeting period indicated that the labor market had continued to strengthen and that economic activity had been rising moderately so far this year.",NEUTRAL,1,"ModelResponse(id='8ec0d2892a3e8c75-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200237, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=125, total_tokens=129))",2
The strongest case for a link between monetary policy and changes in inflation dynamics is in the greater stability of inflation.,NEUTRAL,2,"ModelResponse(id='8ec0d288fbc78ce3-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200237, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=103, total_tokens=107))",2
The Summary of Economic Projections by FOMC participants in December 2020 had the unemployment rate moving down to 4.2 percent at the end of 2022 and inflation moving up to 2 percent only in 2023.,NEUTRAL,0,"ModelResponse(id='8ec0d2893b5e7ce4-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200237, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=130, total_tokens=134))",2
"If so, GDP growth this calendar year could be the fastest since 1983.",NEUTRAL,1,"ModelResponse(id='8ec0d2895fb341d5-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200237, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=98, total_tokens=102))",2
"Business Caution As I discussed earlier, regression analysis suggests that the robust growth in profits and the comparatively modest recovery in capital expenditures leaves a good part of the extraordinary cash buildup unexplained.",NEUTRAL,2,"ModelResponse(id='8ec0d2895d440f55-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200237, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=118, total_tokens=122))",2
"More than two years after the recession trough, and following several quarters of strong growth, the historically normal pattern would be for the Fed to be well into the process of tightening policy by now.",HAWKISH,1,"ModelResponse(id='8ec0d2894f3143bb-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='HAWKISH', role='assistant', tool_calls=[]))], created=1733200237, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=5, prompt_tokens=119, total_tokens=124))",1
"These communications were, as you would expect, biased--they were all in response to decisions to raise interest rates and most often occurred when those increases came shortly before an election.",HAWKISH,1,"ModelResponse(id='8ec0d289aff76a59-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='HAWKISH', role='assistant', tool_calls=[]))], created=1733200237, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=5, prompt_tokens=116, total_tokens=121))",1
"Indeed, how will we measure inflation, and the associated financial market implications, in the twenty-first century when our data--using current techniques--could become increasingly less adequate to trace price trends over time?",NEUTRAL,2,"ModelResponse(id='8ec0d2897aa8c335-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200237, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=121, total_tokens=125))",2
"Indeed, the website of the Central Bank of Brazil explicitly acknowledges the role of inflation in driving financial innovations that enabled firms and households to economize on cash balances in that country.",NEUTRAL,2,"ModelResponse(id='8ec0d28a0a32c439-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200237, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=116, total_tokens=120))",2
Members agreed that they would continue to closely monitor inflation indicators and global economic and financial developments.,NEUTRAL,2,"ModelResponse(id='8ec0d28aaebf7ce8-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200237, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=99, total_tokens=103))",2
Many foreign central banks tightened monetary policy to address high inflation.,HAWKISH,1,"ModelResponse(id='8ec0d28aadd20fa0-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='HAWKISH', role='assistant', tool_calls=[]))], created=1733200237, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=5, prompt_tokens=93, total_tokens=98))",1
"Put another way, the FOMC could have ""preemptively"" tightened monetary policy, based on forecasts, but recognizing the uncertainties about empirical relationships chose not to do so.",NEUTRAL,2,"ModelResponse(id='8ec0d28aacfec46b-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200237, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=117, total_tokens=121))",2
"Since inflation is unacceptably high, it doesn't make sense to have the nominal federal funds rate below near-term inflation expectations.",HAWKISH,1,"ModelResponse(id='8ec0d28b0ffe440b-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='HAWKISH', role='assistant', tool_calls=[]))], created=1733200237, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=5, prompt_tokens=107, total_tokens=112))",1
"Inflation continued to run below the Committee's longer-run objective, held down in part by the effects of declines in energy and non-energy import prices.",NEUTRAL,0,"ModelResponse(id='8ec0d28c3ffd7d0e-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200237, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=111, total_tokens=115))",2
The trimmed mean measure of 12-month PCE price inflation constructed by the Federal Reserve Bank of Dallas remained at or near 2 percent in recent months.,NEUTRAL,2,"ModelResponse(id='8ec0d28b39e0439d-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200237, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=112, total_tokens=116))",2
"To this end, the new statement conveys the Committee's judgment that, in order to anchor expectations at the 2 percent level consistent with price stability, it ""seeks to achieve inflation that averages 2 percent over time,"" andâ€”in the same sentenceâ€”that therefore ""following periods when inflation has been running persistently below 2 percent, appropriate monetary policy will likely aim to achieve inflation moderately above 2 percent for some time.""",DOVISH,1,"ModelResponse(id='8ec0d28bcd647ca2-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='DOVISH', role='assistant', tool_calls=[]))], created=1733200237, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=173, total_tokens=177))",0
Most major indexes of equity prices moved up sharply on the bullish economic reports.,NEUTRAL,1,"ModelResponse(id='8ec0d28bbd7c5e60-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200237, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=96, total_tokens=100))",2
